mean_absolute_error,mean_squared_error,root_mean_squared_error,mean_absolute_percentage_error,symmetric_mean_absolute_percentage_error
4.2537804389219245,45.482243090471016,6.744052423466993,1.6980679187182082,1.7018893745789283
