date,cost,cost_3,cost_4,cost_5,cost_6,cost_7
2022/7/4,242.589384,253.2127787,254.9845075,260.0676124,263.1162637,263.5444569
2022/7/5,242.522308,249.765666,250.540161,252.4920676,257.143395,260.17427
2022/7/6,246.59085,243.9008473,248.971962,249.7502988,251.5085313,255.6358886
2022/7/7,249.023758,246.0456387,245.181575,248.9823212,249.6292087,251.1535637
2022/7/8,247.522774,247.7124607,246.4149225,245.6498148,248.7390633,249.3282894
2022/7/9,245.832794,247.4597753,247.242544,246.2984968,245.6803113,248.323882
2022/7/10,251.149702,248.1684233,248.382257,248.0239756,247.107031,246.4616529
2022/7/11,253.560526,250.1810073,249.516449,249.4179108,248.946734,248.0289589
2022/7/12,253.187026,252.632418,250.932512,250.2505644,250.0460967,249.55249
2022/7/13,251.18436,252.6439707,252.2704035,250.9828816,250.406197,250.2087057
2022/7/14,251.82929,252.066892,252.4403005,252.1821808,251.1239497,250.609496
2022/7/15,248.492216,250.5019553,251.173223,251.6506836,251.5671867,250.7479877
2022/7/16,246.098302,248.8066027,249.401042,250.1582388,250.7252867,250.7859174
2022/7/17,253.435712,249.3420767,249.96388,250.207976,250.7044843,251.1124903
2022/7/18,256.066834,251.8669493,251.023266,251.1844708,251.1844523,251.4705343
2022/7/19,275.469408,261.657318,257.767564,255.9124944,255.2319603,254.6537317
2022/7/20,281.72628,271.0875073,266.6745585,262.5593072,260.214792,259.0168631
2022/7/21,280.563536,279.2530747,273.4565145,269.452354,265.560012,263.1217554
2022/7/22,272.674426,278.321414,277.6084125,273.3000968,269.989366,266.5763569
2022/7/23,264.999338,272.7457667,274.990895,275.0865976,271.916637,269.2765049
2022/7/24,275.048546,270.9074367,273.3214615,275.0024252,275.0802557,272.3640526
2022/7/25,285.212656,275.0868467,274.4837415,275.6997004,276.7041303,276.5277414
2022/7/26,286.403966,282.2217227,277.9161265,276.8677864,277.4837447,278.0898211
2022/7/27,282.780862,284.7991613,282.3615075,278.8890736,277.853299,278.2404757
2022/7/28,277.584376,282.2564013,282.995465,281.4060812,278.671624,277.8148814
2022/7/29,266.767338,275.7108587,278.3841355,279.7498396,278.9662907,276.9710117
2022/7/30,258.448152,267.5999553,271.395182,274.3969388,276.1995583,276.035128
2022/7/31,272.919736,266.0450753,268.9299005,271.7000928,274.1507383,275.7310123
2022/8/1,278.637644,270.001844,269.1932175,270.8714492,272.8563513,274.7917249
2022/8/2,283.054754,278.2040447,273.2650715,271.9655248,272.902,274.313266
2022/8/3,281.032848,280.9084153,278.9112455,274.8186268,273.4767453,274.0635497
2022/8/4,246.252124,270.113242,272.2443425,272.3794212,270.057543,269.5875137
2022/8/5,247.65181,258.3122607,264.497884,267.325836,268.2581527,266.856724
2022/8/6,244.89329,246.2657413,254.957518,260.5769652,263.5870783,264.9203151
2022/8/7,248.749468,247.0981893,246.886673,253.715908,258.6057157,261.4674197
2022/8/8,251.672304,248.438354,248.241718,247.8437992,253.3753073,257.6152283
2022/8/9,252.59097,251.0042473,249.476508,249.1115684,248.6349943,253.2632591
2022/8/10,251.634048,251.965774,251.1616975,249.908016,249.5319817,249.0634306
2022/8/11,252.211332,252.14545,252.0271635,251.3716244,250.291902,249.914746
2022/8/12,247.111234,250.3188713,250.886896,251.0439776,250.6615593,249.8375209
2022/8/13,244.506414,247.9429933,248.865757,249.6107996,249.9543837,249.7822529
2022/8/14,256.75411,249.4572527,250.1457725,250.4434276,250.8013513,250.9257731
2022/8/15,321.038978,274.099834,267.352684,264.3244136,262.2093527,260.835298
2022/8/16,252.520646,276.7712447,268.705037,264.3862764,262.357119,260.8252517
2022/8/17,252.2415,275.2670413,270.6388085,265.4123296,262.362147,260.9120306
2022/8/18,253.918672,252.893606,269.929949,267.2947812,263.49672,261.1559363
2022/8/19,255.636574,253.9322487,253.579348,267.071274,265.3517467,262.373842
2022/8/20,256.989926,255.5150573,254.696668,254.2614636,265.3910493,264.1572009
2022/8/21,266.29857,259.64169,258.2109355,257.0170484,256.267648,265.5206951
2022/8/22,276.351302,266.5465993,263.819093,261.8390088,260.239424,259.1367414
2022/8/23,276.417906,273.0225927,269.014426,266.3388556,264.268825,262.5506357
2022/8/24,276.00324,276.2574827,273.7677545,270.4121888,267.9495863,265.94517
2022/8/25,274.406606,275.6092507,275.7947635,273.8955248,271.077925,268.8720177
2022/8/26,264.961992,271.7906127,272.947436,273.6282092,272.4066027,270.2042203
2022/8/27,257.618936,265.6625113,268.2476935,269.881736,270.959997,270.2940789
2022/8/28,268.15706,263.5793293,266.2861485,268.2295668,269.59429,270.5595774
2022/8/29,277.548498,267.7748313,267.0716215,268.5386184,269.782722,270.7306054
2022/8/30,279.620416,275.108658,270.7362275,269.5813804,270.3855847,271.1881069
2022/8/31,279.69137,278.953428,276.254336,272.527256,271.2663787,271.7149826
2022/9/1,273.915952,277.7425793,277.694059,275.7866592,272.7587053,271.6448891
2022/9/2,269.868338,274.4918867,275.774019,276.1289148,274.8002723,272.3457957
2022/9/3,260.603144,268.1291447,271.019701,272.739844,273.5412863,272.7721111
2022/9/4,246.654642,259.0420413,262.760519,266.1466892,268.3923103,269.7003371
2022/9/5,252.168716,253.1421673,257.32371,260.6421584,263.817027,266.074654
2022/9/6,255.631872,251.4850767,253.7645935,256.9853424,259.8071107,262.6477191
2022/9/7,255.688528,254.496372,252.5359395,254.1493804,256.7692067,259.2187417
2022/9/8,252.60549,254.6419633,254.0236515,252.5498496,253.8920653,256.17439
2022/9/9,248.257206,252.1837413,253.045774,252.8703624,251.834409,253.0870854
2022/9/10,247.031098,249.2979313,250.8955805,251.8428388,251.8971517,251.1482217
2022/9/11,253.78548,249.6912613,250.4198185,251.4735604,252.1666123,252.1669129
2022/9/12,257.338494,252.7183573,251.6030695,251.8035536,252.4510493,252.9054526
2022/9/13,256.363158,255.829044,253.6295575,252.5550872,252.5634877,253.009922
2022/9/14,256.728918,256.81019,256.0540125,254.2494296,253.2507257,253.1585491
2022/9/15,258.330816,257.140964,257.1903465,256.5093732,254.9296607,253.9764529
2022/9/16,256.002328,257.0206873,256.856305,256.9527428,256.4248657,255.0828989
2022/9/17,252.9021,255.7450813,255.9910405,256.065464,256.2776357,255.9216134
2022/9/18,258.123502,255.6759767,256.3396865,256.4175328,256.4084703,256.5413309
2022/9/19,261.234066,257.4198893,257.065499,257.3185624,257.2202883,257.0978411
2022/9/20,273.890888,264.416152,261.537639,260.4305768,260.0806167,259.6018026
2022/9/21,286.252174,273.792376,269.8751575,266.480546,264.7341763,263.8194106
2022/9/22,285.912612,282.018558,276.822435,273.0826484,269.7192237,267.7596671
2022/9/23,277.339784,283.16819,280.8488645,276.9259048,273.792171,270.8078751
2022/9/24,269.37549,277.5426287,279.720015,278.5541896,275.6675023,273.1612166
2022/9/25,279.621908,275.4457273,278.0624485,279.7003936,278.7321427,276.2324174
2022/9/26,285.112284,278.0365607,277.8623665,279.4724156,280.6023753,279.6435914
2022/9/27,288.775372,284.503188,280.7212635,280.0449676,281.0229083,281.7699463
2022/9/28,283.99428,285.9606453,284.375961,281.3758668,280.7031863,281.44739
2022/9/29,280.069432,284.2796947,284.487842,283.5146552,281.1581277,280.61265
2022/9/30,275.846726,279.970146,282.1714525,282.7596188,282.236667,280.399356
2022/10/1,256.92201,270.946056,274.208112,277.121564,278.4533507,278.6202874
2022/10/2,267.282794,266.6838433,270.0302405,272.8230484,275.481769,276.8575569
2022/10/3,274.476554,266.2271193,268.632021,270.9195032,273.0986327,275.3381669
2022/10/4,252.304288,264.6878787,262.7464115,265.3664744,267.8169673,270.128012
2022/10/5,256.23022,261.0036873,262.573464,261.4431732,263.8437653,266.1617177
2022/10/6,257.614516,255.383008,260.1563945,261.5816744,260.8050637,262.9538726
2022/10/7,252.134244,255.3263267,254.570817,258.5519644,260.0071027,259.5663751
2022/10/8,252.09133,253.9466967,254.5175775,254.0749196,257.475192,258.876278
2022/10/9,251.11724,251.780938,253.2393325,253.83751,253.581973,256.5669131
2022/10/10,249.791914,251.0001613,251.283682,252.5498488,253.163244,253.040536
2022/10/11,260.16063,253.689928,253.2902785,253.0590716,253.8183123,254.1628706
2022/10/12,263.603938,257.8521607,256.1684305,255.3530104,254.8165493,255.2162589
2022/10/13,248.63552,257.466696,255.5480005,254.6618484,254.2334287,253.9335451
2022/10/14,250.73488,254.3247793,255.783742,254.5853764,254.0073537,253.733636
2022/10/15,252.333494,250.5679647,253.826958,255.0936924,254.2100627,253.7682309
2022/10/16,256.396708,253.1550273,252.0251505,254.340908,255.3108617,254.5224406
2022/10/17,254.540338,254.4235133,253.501355,252.528188,254.3741463,255.2007869
2022/10/18,253.527034,254.82136,254.1993935,253.5064908,252.6946623,254.2531303
2022/10/19,254.193352,254.086908,254.664358,254.1981852,253.6209677,252.9087609
2022/10/20,255.180178,254.300188,254.3602255,254.767522,254.3618507,253.843712
2022/10/21,259.508146,256.293892,255.6021775,255.3898096,255.557626,255.0970357
2022/10/22,266.13878,260.2757013,258.755114,257.709498,257.1813047,257.0692194
2022/10/23,274.05707,266.5679987,263.7210435,261.8155052,260.4340933,259.5921283
2022/10/24,280.699484,273.631778,270.10087,267.1167316,264.962835,263.3291491
2022/10/25,279.994342,278.2502987,275.222419,272.0795644,269.263,267.1101931
2022/10/26,278.797042,279.8302893,278.3869845,275.9373436,273.199144,270.625006
2022/10/27,276.889486,278.56029,279.0950885,278.0874848,276.096034,273.7263357
2022/10/28,270.91529,275.5339393,276.64904,277.4591288,276.892119,275.3559277
2022/10/29,264.272092,270.6922893,272.7184775,274.1736504,275.2612893,275.089258
2022/10/30,272.443474,269.2102853,271.1300855,272.6634768,273.8852877,274.8587443
2022/10/31,281.31481,272.676792,272.2364165,273.1670304,274.1053657,274.946648
2022/11/1,274.248894,276.0023927,273.0698175,272.638912,273.347341,274.1258697
2022/11/2,275.975926,277.1798767,275.995776,273.6510392,273.195081,273.7228531
2022/11/3,271.86399,274.0296033,275.850905,275.1694188,273.3531977,273.0049251
2022/11/4,248.87785,265.5725887,267.741665,270.456294,270.7874907,269.8567194
2022/11/5,252.88077,257.8742033,262.399634,264.769486,267.52704,268.2293877
2022/11/6,264.9766,255.5784067,259.6498025,262.9150272,264.804005,267.1626914
2022/11/7,256.587928,258.1484327,255.830787,259.0374276,261.8605107,263.6302797
2022/11/8,256.667048,259.4105253,257.7780865,255.9980392,258.6423643,261.1185874
2022/11/9,256.686028,256.6470013,258.729401,257.5596748,256.112704,258.3628877
2022/11/10,256.68416,256.6790787,256.656291,258.3203528,257.4137557,256.1943406
2022/11/11,257.62349,256.9978927,256.9151815,256.8497308,258.204209,257.4437177
2022/11/12,254.390218,256.2326227,256.345974,256.4101888,256.439812,257.6593531
2022/11/13,257.758472,256.5907267,256.614085,256.6284736,256.6349027,256.628192
2022/11/14,261.274976,257.8078887,257.761789,257.5462632,257.4028907,257.2977703
2022/11/15,251.598456,256.8773013,256.2555305,256.5291224,256.554962,256.5736857
2022/11/16,257.341866,256.7384327,256.9934425,256.4727976,256.6645797,256.6673769
2022/11/17,254.488574,254.4762987,256.175968,256.4924688,256.1420937,256.3537217
2022/11/18,246.983922,252.9381207,252.6032045,254.3375588,254.907711,254.8337834
2022/11/19,241.124906,247.5324673,249.984817,250.3075448,252.13545,252.9387389
2022/11/20,245.66243,244.5904193,247.064958,249.1203396,249.533359,251.2107329
2022/11/21,248.371428,245.0529213,245.5356715,247.326252,248.995521,249.3673689
2022/11/22,255.470046,249.8346347,247.6572025,247.5225464,248.683551,249.9204531
2022/11/23,267.10575,256.982408,254.1524135,251.546912,250.7864137,251.3152937
2022/11/24,257.744594,260.1067967,257.1729545,254.8708496,252.579859,251.7804394
2022/11/25,249.609544,258.153296,257.4824835,255.6602724,253.9939653,252.1555283
2022/11/26,238.515404,248.6231807,253.243823,253.6890676,252.8027943,251.7827423
2022/11/27,254.545984,247.5569773,250.1038815,253.5042552,253.831887,253.0518214
2022/11/28,262.03098,251.697456,251.175478,252.4893012,254.925376,255.003186
2022/11/29,263.43628,260.0044147,254.632162,253.6276384,254.3137977,256.1412194
2022/11/30,262.05644,262.5079,260.517421,256.1170176,255.0324387,255.4198894
