mean_absolute_error,mean_squared_error,root_mean_squared_error,mean_absolute_percentage_error,symmetric_mean_absolute_percentage_error
9.5303973638033348,121.8198874596994,11.037204694110706,3.6354340598586683,3.651103289531862
