mean_absolute_error,mean_squared_error,root_mean_squared_error,mean_absolute_percentage_error,symmetric_mean_absolute_percentage_error
9.24708756677145,116.47590577333443,10.792400371248949,3.6572404058590275,3.5719270378870869
