mean_absolute_error,mean_squared_error,root_mean_squared_error,mean_absolute_percentage_error,symmetric_mean_absolute_percentage_error
2.1862095246494508,6.0486406295006923,2.4593984283764785,2.1854426297667731,2.1894374074909231
