mean_absolute_error,mean_squared_error,root_mean_squared_error,mean_absolute_percentage_error,symmetric_mean_absolute_percentage_error
2.307950749600395,7.4260043067322359,2.7250695966767959,2.3678557419852355,2.3485939529934834
