date,cost
2022/4/12,212.0666616
2022/4/13,212.0666614
2022/4/14,212.0666619
2022/4/15,212.0666624
2022/4/16,212.0666619
2022/4/17,212.066662
2022/4/18,212.0666615
2022/4/19,212.0666617
2022/4/20,212.0666618
2022/4/21,212.0666616
2022/4/22,212.0666618
2022/4/23,212.0666618
2022/4/24,212.0666619
2022/4/25,212.0666624
2022/4/26,212.0666619
2022/4/27,212.0666617
2022/4/28,212.0666624
2022/4/29,212.066662
2022/4/30,212.0666618
2022/5/1,205.8709626
2022/5/2,205.8709625
2022/5/3,205.8709629
2022/5/4,205.8709627
2022/5/5,205.8709627
2022/5/6,205.8709628
2022/5/7,205.8709631
2022/5/8,205.8709627
2022/5/9,205.8709634
2022/5/10,205.8709628
2022/5/11,205.8709624
2022/5/12,205.8709631
2022/5/13,205.8709631
2022/5/14,205.8709628
2022/5/15,205.8709629
2022/5/16,205.870963
2022/5/17,205.8709629
2022/5/18,205.8709631
2022/5/19,205.8709624
2022/5/20,205.870963
2022/5/21,205.8709634
2022/5/22,205.8709634
2022/5/23,205.8709624
2022/5/24,205.870963
2022/5/25,205.8709626
2022/5/26,205.8709629
2022/5/27,205.870963
2022/5/28,205.8709634
2022/5/29,205.8709632
2022/5/30,205.8709629
2022/5/31,205.8709626
2022/6/1,212.0666618
2022/6/2,212.066662
2022/6/3,212.0666616
2022/6/4,212.0666617
2022/6/5,212.0666619
2022/6/6,212.0666614
2022/6/7,212.0666616
2022/6/8,213.0270074
2022/6/9,217.8286575
2022/6/10,217.8286565
2022/6/11,217.828657
2022/6/12,217.8286569
2022/6/13,217.8286567
2022/6/14,217.828657
2022/6/15,217.8286573
2022/6/16,217.8286568
2022/6/17,217.8286573
2022/6/18,217.8286569
2022/6/19,217.8286577
2022/6/20,217.8286568
2022/6/21,217.8286569
2022/6/22,217.8286564
2022/6/23,218.3754304
2022/6/24,150.7641512
2022/6/25,222.2576569
2022/6/26,222.2576571
2022/6/27,222.2576568
2022/6/28,222.2576568
2022/6/29,222.2576572
2022/6/30,223.4144594
2022/7/1,244.3074097
2022/7/2,244.3074096
2022/7/3,244.3074101
2022/7/4,244.3074098
2022/7/5,244.3074094
2022/7/6,244.3074093
2022/7/7,244.3074102
2022/7/8,244.3074096
2022/7/9,244.3074098
2022/7/10,244.3074101
2022/7/11,244.3074094
2022/7/12,244.307409
2022/7/13,244.3074097
2022/7/14,244.3074085
2022/7/15,244.3074098
2022/7/16,244.3074093
2022/7/17,244.3074103
2022/7/18,244.3074098
2022/7/19,244.3074093
2022/7/20,244.3074095
2022/7/21,244.3074101
2022/7/22,244.3074097
2022/7/23,244.3074101
2022/7/24,244.3074092
2022/7/25,244.3074092
2022/7/26,244.3074101
2022/7/27,244.3074089
2022/7/28,244.3074094
2022/7/29,244.3074098
2022/7/30,244.30741
2022/7/31,244.3074093
2022/8/1,244.3074097
2022/8/2,244.3074094
2022/8/3,244.3074102
2022/8/4,244.3074097
2022/8/5,244.3074093
2022/8/6,244.3074096
2022/8/7,244.3074104
2022/8/8,244.3074094
2022/8/9,244.3074101
2022/8/10,244.3074094
2022/8/11,244.3074104
2022/8/12,244.3074096
2022/8/13,244.30741
2022/8/14,244.3074096
2022/8/15,244.3074093
2022/8/16,244.3074116
2022/8/17,244.30741
2022/8/18,244.3074093
2022/8/19,244.3074098
2022/8/20,244.3074099
2022/8/21,244.30741
2022/8/22,244.3074093
2022/8/23,244.3074099
2022/8/24,244.3073985
2022/8/25,244.3074053
2022/8/26,244.3074095
2022/8/27,244.3074097
2022/8/28,244.3074099
2022/8/29,244.3074094
2022/8/30,244.3074098
2022/8/31,244.3074098
2022/9/1,251.7843238
2022/9/2,251.7843239
2022/9/3,251.7843236
2022/9/4,251.7843234
2022/9/5,251.7843236
2022/9/6,251.7843236
2022/9/7,251.7843235
2022/9/8,251.7843236
2022/9/9,251.7843241
2022/9/10,251.7843228
2022/9/11,251.7843235
2022/9/12,251.7843231
2022/9/13,251.7843242
2022/9/14,251.7843241
2022/9/15,251.7843244
2022/9/16,251.7843239
2022/9/17,251.7843236
2022/9/18,251.7843238
2022/9/19,251.7843244
2022/9/20,245.0333289
2022/9/21,245.0333284
2022/9/22,245.0333285
2022/9/23,245.0333291
2022/9/24,245.0333288
2022/9/25,245.0333285
2022/9/26,245.0333283
2022/9/27,245.0333283
2022/9/28,245.0333283
2022/9/29,245.0333284
2022/9/30,245.0333289
2022/10/1,237.7741886
2022/10/2,237.774189
2022/10/3,237.7741885
2022/10/4,237.7741888
2022/10/5,237.7741885
2022/10/6,237.7741887
2022/10/7,237.7741886
2022/10/8,237.7741886
2022/10/9,237.7741888
2022/10/10,237.7741885
2022/10/11,237.7741882
2022/10/12,237.7741889
2022/10/13,237.7741889
2022/10/14,237.7741886
2022/10/15,237.7741889
2022/10/16,237.7741889
2022/10/17,237.7741886
2022/10/18,237.7741887
2022/10/19,237.7741888
2022/10/20,237.774189
2022/10/21,237.7741886
2022/10/22,237.7741882
2022/10/23,237.7741887
2022/10/24,237.7741891
2022/10/25,237.774189
2022/10/26,237.774189
2022/10/27,237.7741883
2022/10/28,237.7741887
2022/10/29,237.7741889
2022/10/30,237.7741886
2022/10/31,237.7741889
2022/11/1,244.7212157
2022/11/2,244.7212152
2022/11/3,244.7212158
2022/11/4,244.7212157
2022/11/5,248.5077373
2022/11/6,277.8976803
2022/11/7,243.2898703
2022/11/8,243.2898701
2022/11/9,243.2898704
2022/11/10,243.2898706
2022/11/11,243.2898706
2022/11/12,243.2898706
2022/11/13,243.2898703
2022/11/14,243.2898705
2022/11/15,243.2898702
2022/11/16,243.2898706
2022/11/17,243.2898708
2022/11/18,243.2898706
2022/11/19,243.2898702
2022/11/20,243.2898702
2022/11/21,243.2898705
2022/11/22,243.2898712
2022/11/23,243.2898708
2022/11/24,243.2898707
2022/11/25,243.2898711
2022/11/26,243.2898704
2022/11/27,243.2898702
2022/11/28,243.2898702
2022/11/29,243.2898707
2022/11/30,243.5516992
